17.01.2020; ; ; ;10,74
18.01.2020; ; ; ;10,74
19.01.2020; ; ; ;10,74
20.01.2020; ; ; ;10,52
21.01.2020; ; ; ;10,5
22.01.2020; ; ; ;10,16
23.01.2020; ; ; ;10,2
24.01.2020; ; ; ;9,99
25.01.2020; ; ; ;9,99
26.01.2020; ; ; ;9,99
27.01.2020; ; ; ;9,77
28.01.2020; ; ; ;9,79
29.01.2020; ; ; ;9,87
30.01.2020; ; ; ;9,99
